Handshape,Token Count,% Use,Gloss Count,% Gloss Coverage,Glosses Using this Handshape,Token Ct (cuml),Token Ct (cuml%)
S157,7,0.45%,5,0.58%,"Hebrews (sid_437), build (sid_784), coat-2 (sid_804), heal (sid_491), throw-coat (sid_473)",1461,93.06
S182,6,0.38%,4,0.47%,"compare (sid_218), near (sid_690), send (sid_799), worship (sid_731)",1467,93.44
S158,6,0.38%,3,0.35%,"health (sid_345), powerful (sid_882), strong (sid_568)",1473,93.82
S119,6,0.38%,5,0.58%,"Nilo-Portuguese (sid_745), antibiotic-spelled (sid_138), neck (sid_184), neck-swollen (sid_845), normal (sid_335)",1479,94.2
S14b,6,0.38%,4,0.47%,"Mark (sid_774), Matthew (sid_41), mature (sid_321), move (sid_532)",1485,94.59
S112,5,0.32%,3,0.35%,"God-see-me (sid_869), God-see-you (sid_870), me-see-God (sid_876)",1490,94.9
S149,5,0.32%,5,0.58%,"E-e (sid_232), Eve (sid_775), Exodus (sid_168), Tuberculosis-spelled (sid_754), bacteria-spelled (sid_69)",1495,95.22
S167,4,0.25%,2,0.23%,"come (sid_132), come-l (sid_272)",1499,95.48
S1a1,4,0.25%,2,0.23%,"lola (sid_830), lolo (sid_262)",1503,95.73
S1d1,4,0.25%,3,0.35%,"lock (sid_447), meat (sid_158), skin (sid_455)",1507,95.99
S18c,4,0.25%,1,0.12%,mate (sid_709),1511,96.24
S1ed,4,0.25%,3,0.35%,"inch (sid_503), refuse-stricat- (sid_407), surprise (sid_752)",1515,96.5
S14e,4,0.25%,3,0.35%,"bear (sid_153), coconut-young (sid_344), young-coconut (sid_735)",1519,96.75
S13f,3,0.19%,2,0.23%,"news (sid_860), no (sid_685)",1522,96.94
S1eb,3,0.19%,2,0.23%,"sister (sid_413), surprise (sid_752)",1525,97.13
S186,3,0.19%,3,0.35%,"W-w (sid_790), water (sid_163), wednesday (sid_613)",1528,97.32
S1fa,3,0.19%,3,0.35%,"wife (sid_31), woman (sid_357), woman (sid_694)",1531,97.52
S1bc,3,0.19%,3,0.35%,"ayaw (sid_322), maid (sid_414), only-one (sid_425)",1534,97.71
S17e,3,0.19%,2,0.23%,"bones-change-shape (sid_371), boy (sid_907)",1537,97.9
S1c3,2,0.13%,1,0.12%,glue (sid_824),1539,98.03
S155,2,0.13%,2,0.23%,"banana-heart (sid_669), weak (sid_510)",1541,98.15
S17d,2,0.13%,1,0.12%,put (sid_55),1543,98.28
