canonical_gloss,synonyms,sid,FSW
abeja,,209,AS16d4fS10003S20e00S28a07S34400S10001S20500S36100S37604S20312S1920cS25604S20b00M525x627S16d4f435x482S10003448x469S28a07470x469S10001496x460S20500497x447S20e00452x497S36100489x532S1920c481x589S37604474x573S20312507x603S20b00479x614S34400476x433S25604485x557
abeja,,2717,AS16d4fS10003S20e00S28a07S34400S10001S20500S36100S37604S20312S1920cS25604S20b00M525x627S16d4f435x482S10003448x469S28a07470x469S10001496x460S20500497x447S20e00452x497S36100489x532S1920c481x589S37604474x573S20312507x603S20b00479x614S34400476x433S25604485x557
Abel,,2173,M539x527S1f730505x503S37a06476x520S2031a524x512S21100525x488S26c02504x473
abre,"abrir, abierta",3061,AS15a20S15a20S20500S2df04S2df1cM511x526S15a20499x474S2df1c489x505
Abigail Peralta,,1099,M554x517S2ff00482x482S1f720534x490S20602520x491
abismo,profundo,1713,M519x539S16d48481x473S10014502x460S22d04503x481S2f900485x500S2f900506x534
abolladura,abollado,1960,M548x521S17338452x490S2f900454x516S15d02487x479S2c300522x481
abortar,,3124,AS15d40S15d48S2c600S2c611S2fb04S36d12M545x533S15d40526x489S2c602511x514S2c612470x515S2fb04493x514S36d12479x468S15d48458x485
Abrahán,,1742,M551x546S16d49496x501S1f701476x479S37803491x496S20610517x496S22b03500x454S3780a479x514
abrazar,,1223,M514x529S15d09486x490S10000499x470S26504500x514
abrazar,,3042,AS15a02S15a0aS2d806S2d81eS36d00M560x515S36d00480x511S37b03520x496S2d806526x485S37b04469x506S37b0c517x506S2d81e439x485S15a02495x490S15a0a478x490S37b0b468x495
abrigo,,370,M583x588S36d00482x412S20300533x414S20308465x477S36d00476x465S36d00478x530S14c01466x541S14c09509x541S37600488x565S21100540x539S21100451x541S23704424x560S2891b486x480S28803510x417S2371c544x559
abrigo,,2537,M548x547S36d00482x452S20300533x454S20308465x517S36d00476x505S2891b486x520S28803510x457
abril,,1402,M536x536S19d10480x464S19d18491x501S15d17513x513S15d1f464x475
abril,,1403,M527x523S15d08488x493S1f720507x508S2b700498x477S15d20474x476
abrir,,3060,AS15a20S15a20S20500S2df04S2df1cM523x532S15a20488x480S15a20502x480S2df04502x511S2df1c478x511S20500496x467
abrir puerta,,3063,AS15a20S15a28S2d503S2df03M523x527S15a28478x472S15a20489x472S2d503504x489S2df03488x503
abrir-cielo,,3062,AS15a20S15a20S20500S2df04S2df1cM528x526S15a38488x449S15a30501x449S2df04507x425S2df1c475x426S20500496x436S32100482x482S36d00479x522S37a01509x476S37a09480x474
abuela,,792,AS30004S1f510S20500S29a0cM518x572S1f510496x517S30004482x483S20500485x513S29a0c494x537
abuela,,1823,M541x535S30004482x483S2b901515x496S1f510495x520
abuelo,,793,M518x566S30004482x482S17610496x512S20500488x516S29a04500x531
abuelo,,1822,M541x533S30004482x483S17610498x517S2b901515x496
aburrido,,1039,M540x532S33300482x483S2ef00522x500S10011506x502
aburrido,,2132,M540x532S33300482x483S2ef00522x500S10011506x502
Acab,,2511,M511x542S1f720490x458S16d10494x477S1f720490x501S14720496x520
Acan,,1240,M512x544S1f720491x456S16d10495x475S1f720491x499S11950489x518
acariciar,,3084,AS15a51S15a57S20e00S22120M531x524S15a51494x501S20e00504x491S26a07510x477S1814a470x508
accidente,,433,M540x543S20350499x457S20358482x457S20348476x520S20340506x519S2a208498x475S2a210476x473S2f700528x485S2f700460x489S2f900479x538S2f900509x537
accidente,,1723,M576x524S11e0a424x476S26516461x486S26502523x487S11e02546x480S20300501x488S20304480x488S20b00491x511
accidente automovilistico,,434,M564x516S2031a483x500S20312501x499S26502518x500S26516467x501S15a12537x504S15a1a436x503S20b00492x485
actuar,"acciones, acción",3148,AS16d41S16d43S2880eS28816S2880eS28816M531x530S16d51511x471S16d53470x471S2880e507x501S28816470x499S2880e507x518S28816470x518
aceite,,1496,M520x529S15d39496x506S1f722495x488S2e90e480x471
aceite de cocción,,519,AS14c09S1d130S21000S22f04M515x545S14c09485x456S1d130490x517S21000492x482S22f04490x500
aceituna,,2217,M515x507S12b30486x492
aceptar,,1670,M536x542S14c50510x457S14c58466x457S18551509x510S18559465x510S20500507x531S2fb04492x502S20500485x531S26504515x491S26514472x491
aceptar-no,,2107,M537x606S14c50511x521S14c58467x521S18551510x574S18559466x574S20500508x595S2fb04493x566S20500486x595S26504516x555S26514473x555S30126482x476
acera,,713,M537x569S15a40468x432S15a40523x433S26520523x481S26520465x480S15a40524x522S10e2c487x519S22514484x556S26520463x531
sobre,acerca,2788,AS10012S18518S2ef00M527x523S18518474x508S10012497x501S2ef00503x477
