canonical_gloss,synonyms,sid,FSW
comment-1,,241,M532x609S14c58465x525S14c50508x526S2fb04491x603S2e230510x565S2e230467x564S31000482x482
Comment-t-'appelles-tu-,,1275,M542x613S30d00482x482S21600497x504S20500507x590S26504494x568S1191a475x543S11912517x596
communiquer,,313,M546x570S16d10505x518S16d18477x518S33b00482x482S27100506x540S27114458x540S2fc04496x559
communiquer,,904,M531x590S30a00482x482S33e00482x482S16d10507x519S16d18478x528S2fc04497x579S26c00504x545S26c18476x557
complet,,111,M527x522S20349473x477S14c51474x496S20e00500x497S26507514x482
completement,,334,M523x520S20349477x480S14c51496x490S21100483x506
compliqué,,1341,M532x544S15039468x456S15051504x455S15059469x508S15031504x509S21400512x488S21404513x539
comprendre,,708,M589x517S30007482x482S13f00517x483S26503544x451S20500530x467S11e00566x428
compte,,38,M513x529S15a10494x502S15a1a486x470S20500495x487
compter-index,,486,M536x579S30d00482x482S1dc51498x556S15d39478x542S20e00503x528S22114510x545
conference,,1125,M577x531S26b00550x493S14410522x479S2ff00480x482S36d00479x527S34600480x482
confiance,,238,M537x534S26610464x479S18010507x477S18018466x519S20500494x469S20500499x519S26600512x444S30000482x482S30004482x482S2fb01478x449
configuration,,289,M524x532S20319476x469S14c21488x478S21100483x509S2c301498x509
connaitre,,793,M546x517S30007482x482S18010516x484S20600505x468
contact,,609,M533x520S1c510503x481S1c518467x481S20600489x509
contact-nez,,1058,M518x550S33100482x482S20500502x495S20500488x495S10000497x520
content,,1121,M521x577S30a00481x482S14c02484x537S33e00481x482S36d00479x522S21100504x563
coq,,840,M547x517S30000482x482S11e10492x450S26b00520x461
Coree,,880,M549x517S2ff00482x482S18010504x465S23f02521x481
corps,,1129,M554x533S36d00480x467S14c0a445x472S14c02523x472S20500481x478S20500509x478S22b24492x494S20500509x500S20500481x500S36d00478x529
Costa-Rica,,1244,M529x526S11a20513x473S16d10471x483S22a06493x487S22e04512x508
couleur,,952,M546x544S14c00523x505S33b00482x482S26602486x528S22510524x488
couple,,1114,M519x514S1f430490x499S22114481x486
cour-de-recreation,,789,M602x620S30a00482x482S1ce40502x529S1ce48477x530S20500496x569S20500495x589S2d606510x573S2d61e470x573S2fb04493x606S19a10574x551S19a18543x551S2e230549x576S2e230578x575S2fb04567x614
courir,,1035,M551x538S36d00479x512S36d00478x462S20341519x477S20349456x485S2eb00536x500S2eb4c447x506
cousin,,1137,M524x518S16d20507x498S16d28476x498S20600490x481
couverture,,484,M539x539S36d00479x530S20500526x527S20500463x528S26604523x492S17e18464x472S17e10513x472S26614460x494S2fb00493x461
cravate,,1135,M532x592S36a00482x477S1d441507x559S1d449479x567S22b00492x518S20e00494x551
cravate-1,,893,M523x593S36a00482x477S22b00492x518S20e00494x551S1ec42504x559S1ec4a486x570
crayon,,179,M526x542S10011496x481S10e19473x477S20700488x458S2e008505x513
creme,,644,M567x533S33b00482x482S10012508x508S20e00524x492S23f03544x512
creme-peau,,87,M543x530S30006482x482S21100511x516S15d10524x490
