canonical_gloss,synonyms,sid,FSW
ฝ,"ฝ.ฝา, Fo Fa",110,M511x532S1ce20489x468S10020489x502
ฟ,"ฟ.ฟัน, Fo Fan",109,M511x515S1ce20489x485
เท้า,foot,446,M533x518S38639480x482S10013503x487S20500467x507
ห้าม,forbid,417,M519x525S15a28482x475S11511494x487S21410502x517
มูลนิธิ,foundation,332,M520x526S15a16493x514S1fd20500x491S23602480x474
เสรีภาพ,"อิสรภาพ, freedom",174,M567x532S37600489x509S20301475x495S20309505x495S1ce28434x484S1ce20545x484S2d810461x484S2d808494x484S2fc00493x469
กบ,frog,358,M542x541S34400468x477S36a00496x477S33d10505x498S10e54527x511S20602509x517
จันทร์เต็มดวง,full moon,281,M555x564S1dc20483x380S2880c510x409S1f426492x421S18510497x549S14c20532x507S22a07522x535S31a00482x505S30a00482x460S15520523x465S26500525x448
สนุก,fun,629,
ขำขัน/ตลก,funny,421,M542x586S36d00479x522S36d00479x563S34000482x483S15a33518x533S15a3b459x533S20613458x559S20611514x559
กาแล็กซี,"ดาราจักร, galaxy",289,M520x533S14c20491x502S2df02495x467S21a32481x495
เกย์,gay,467,M560x533S30004482x483S1ed02519x507S20800495x520S2f900525x499S2e230541x500
ติดหนี้,"ค้างหนี้, owe, get into debt",149,M541x523S15d00505x477S10e1a479x489S26516460x490S22a02526x490S20a00491x508S2f700463x479S2f700526x479
ผี,ghost,587,
เสาชิงช้า,Giant Swing,440,M538x516S1001a463x485S10e20481x484S2d300499x493
ชะนี,gibbon,338,M551x563S33d00482x483S17021516x500S20e00525x485S26f00511x468S36d00479x521S36d00479x559S17015459x540S20e00450x529S23410437x512
ของขวัญ,"gift, present",253,M559x546S11502495x455S2ea4c479x487S2ea00512x474S1150a476x468S2fb05497x500S22a06511x522S22a12475x522S2fc04493x535S11502529x521S1150a442x521
ให้ (ทางการ),give (formal),362,M531x524S18548470x509S18540505x509S2b800506x479S2b811472x479S2fb00493x476
กาวน้ำ,glue,464,M532x543S16d48477x466S1db11490x458S20e00492x487S2d203505x481S1d420483x515S22114469x518
กาวแท่ง,glue stick,451,M528x550S15a48489x478S20350501x491S21100501x469S27100488x451S1d420489x522S22114473x525
ข้าวเหนียว,glutinous rice,315,M518x533S18930497x469S20e00482x479S22800483x467S20330502x518S21800500x507
ไป,go,233,M521x524S18003480x499S22e07494x485S22107512x477
ไปที่,go to,379,M533x549S30104482x477S19a40493x529S26600517x519
สีทอง,golden,694,M524x516S1dc10500x485S2e230477x484
ดี,good,309,M536x544S30a00482x488S30154495x477S1f540521x520S26500521x501
คนหูดี,"หูดี, hearing people, good ear",53,M540x531S32b10482x483S1dc01517x501S1f502522x461S26500523x489
โชคดี,"ขอให้โชคดี, good luck",15,M540x554S33e00482x483S1f540525x490S15a06488x542S22a07514x517S15450497x523
ห่าน,goose,480,M518x515S14120489x494S22114483x485
รัฐบาล,government,181,M554x526S16c20502x505S16c28477x505S28807525x501S2881f454x501S16c21529x474S16c29446x475S2fc00492x490
หลาน,"grandchild, niece, nephew",664,M529x514S11502472x496S2e500506x487
old woman,grandma,33,M545x544S19a10486x520S30005482x482S32a00482x482S20e00509x513S2eb00530x512
